ticker,FUND_EXPENSE_RATIO,FUND_ASSETS_USD,AVERAGE_BID_ASK_SPREAD,FUND_LEVERAGE,INVERSE_FUND_INDICATOR,ACTIVELY_MANAGED,ID_BB_ULTIMATE_PARENT_CO_NAME,FUND_ASSET_CLASS_FOCUS,FUND_STRATEGY,STYLE_ANALYSIS_REGION_FOCUS,FUND_MKT_CAP_FOCUS,FUND_TYP,FUND_STRATEGY,INDEX_WEIGHTING_METHODOLOGY,REBALANCING_FREQUENCY
FNDF,0.25,4240.588867,0.06490805,N,N,N,Charles Schwab Corp/The,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Fundamentals,Quarterly
RWR,0.25,2550.095703,0.043490931,N,N,N,State Street Corp,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Quarterly
DON,0.38,3801.803223,0.033632197,N,N,N,WisdomTree Investments Inc,Equity,Blend,North America,Mid-cap,ETF,Blend,Dividend,Yearly
NEAR,0.25,6435.238281,0.019917608,N,N,Y,BlackRock Inc,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Market Cap,Yearly
VPU,0.1,3719.088623,0.045010906,N,N,N,Vanguard Group Inc/The,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Quarterly
FPE,0.85,3723.970947,0.052901046,N,N,Y,Grace Partners of DuPage LP,Fixed Income,Preferred,#N/A N/A,#N/A N/A,ETF,Preferred,Fundamentals,Semi-Annually
RWO,0.5,2290.811768,0.203138831,N,N,N,State Street Corp,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Quarterly
EWU,0.48,2249.175293,0.030635547,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Quarterly
ACWX,0.33,3684.816895,0.022242932,N,N,N,BlackRock Inc,Equity,Blend,Global,Large-cap,ETF,Blend,Market Cap,Quarterly
IUSG,0.04,6337.98291,0.017716163,N,N,N,BlackRock Inc,Equity,Growth,North America,Broad Market,ETF,Growth,Market Cap,Yearly
MCHI,0.59,4140.421875,0.017928349,N,N,N,BlackRock Inc,Equity,Blend,Emerging Asia,Large-cap,ETF,Blend,Market Cap,Quarterly
SCHP,0.05,6487.979004,0.019213309,N,N,N,Charles Schwab Corp/The,Fixed Income,Inflation Protected,#N/A N/A,#N/A N/A,ETF,Inflation Protected,Market Cap,Monthly
TFI,0.23,2882.682129,0.025046405,N,N,N,State Street Corp,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Market Cap,Monthly
XLRE,0.13,3039.237549,0.027088222,N,N,N,State Street Corp,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Quarterly
XOP,0.35,1593.28125,0.038755949,N,N,N,State Street Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
GSLC,0.09,5012.289551,0.03677713,N,N,N,Goldman Sachs Group Inc/The,Equity,Blend,North America,Large-cap,ETF,Blend,Multi Factor,Quarterly
USO,0.72,1333.460938,0.090865521,N,N,N,United States Commodities Fund,Commodity,Energy,#N/A N/A,#N/A N/A,ETF,Energy,Single Asset,Quarterly
FV,0.89,2396.962158,0.088301475,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Broad Market,ETF,Blend,Proprietary,Unknown
DBEU,0.45,877.4058838,0.036249432,N,N,N,Deutsche Bank AG,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Monthly
VLUE,0.15,3196.586182,0.032956556,N,N,N,BlackRock Inc,Equity,Value,North America,Broad Market,ETF,Value,Multi Factor,Semi-Annually
IUSV,0.04,5477.954102,0.020148429,N,N,N,BlackRock Inc,Equity,Value,North America,Broad Market,ETF,Value,Market Cap,Yearly
SDOG,0.4,1804.368652,0.038110722,N,N,N,SS&C Technologies Holdings Inc,Equity,Value,North America,Large-cap,ETF,Value,Equal,Quarterly
BLV,0.07,3352.264893,0.034119488,N,N,N,Vanguard Group Inc/The,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Market Cap,Monthly
MLPI,0.85,1233.944458,0.051891998,N,N,N,UBS Group AG,Equity,Blend,North America,Large-cap,ETN,Blend,Market Cap,Not Applicable
VCR,0.1,3051.553711,0.049434965,N,N,N,Vanguard Group Inc/The,Equity,Growth,North America,Broad Market,ETF,Growth,Market Cap,Quarterly
ITR,#N/A N/A,4624.13916,#N/A N/A,N,N,N,State Street Corp,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
BOND,0.55,2321.636963,0.024958713,N,N,Y,Allianz SE,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Market Cap,Monthly
VCLT,0.07,3787.600342,0.068540487,N,N,N,Vanguard Group Inc/The,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
IYH,0.43,2105.474365,0.038957175,N,N,N,BlackRock Inc,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Quarterly
RPG,0.35,2763.352295,0.030447139,N,N,N,Invesco Ltd,Equity,Growth,North America,Large-cap,ETF,Growth,Multi Factor,Yearly
HYD,0.35,2807.616211,0.018950128,N,N,N,Van Eck Associates Corp,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Market Cap,Monthly
TDTT,0.18,1248.554688,0.043566471,N,N,N,Northern Trust Corp,Fixed Income,Inflation Protected,#N/A N/A,#N/A N/A,ETF,Inflation Protected,Duration,Monthly
FNDA,0.25,3212.468994,0.048742954,N,N,N,Charles Schwab Corp/The,Equity,Blend,North America,Small-cap,ETF,Blend,Fundamentals,Quarterly
DGRO,0.08,7551.962891,0.027009188,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Dividend,Quarterly
QTEC,0.6,2332.104004,0.049772548,N,N,N,Grace Partners of DuPage LP,Equity,Growth,North America,Large-cap,ETF,Growth,Equal,Quarterly
RSX,0.64,1249.950684,0.044499779,N,N,N,Van Eck Associates Corp,Equity,Blend,Emerging Europe,Large-cap,ETF,Blend,Market Cap,Quarterly
TBT,0.89,967.7774048,0.033477395,Y,Y,N,ProFunds Group,Fixed Income,Government,North America,#N/A N/A,ETF,Government,Market Cap,Daily
SCHO,0.06,5727.653809,0.020112866,N,N,N,Charles Schwab Corp/The,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Monthly
DEM,0.63,2199.526855,0.050326444,N,N,N,WisdomTree Investments Inc,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Dividend,Yearly
GVI,0.2,2017.640259,0.048244317,N,N,N,BlackRock Inc,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Market Cap,Monthly
DLN,0.28,2064.30835,0.029095598,N,N,N,WisdomTree Investments Inc,Equity,Blend,North America,Large-cap,ETF,Blend,Dividend,Yearly
VAW,0.1,1985.570068,0.056718596,N,N,N,Vanguard Group Inc/The,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
DES,0.38,2058.623291,0.062613346,N,N,N,WisdomTree Investments Inc,Equity,Value,North America,Small-cap,ETF,Value,Dividend,Yearly
IYF,0.43,1691.97876,0.034179941,N,N,N,BlackRock Inc,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Quarterly
DBC,0.89,1583.969849,0.06629953,N,N,N,Invesco Ltd,Commodity,Broad Based,#N/A N/A,#N/A N/A,ETF,Broad Based,Multi Factor,Yearly
TQQQ,0.95,3766.224365,0.020168531,Y,N,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
SSO,0.9,2297.578613,0.017449909,Y,N,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
EWH,0.48,2308.299805,0.039820742,N,N,N,BlackRock Inc,Equity,Blend,Asia,Large-cap,ETF,Blend,Market Cap,Quarterly
VGSH,0.07,5354.30957,0.016784379,N,N,N,Vanguard Group Inc/The,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Monthly
EMLP,0.95,2479.286865,0.048785368,N,N,Y,Grace Partners of DuPage LP,Equity,Blend,North America,Broad Market,ETF,Blend,Not Applicable,Unknown
VRP,0.5,1492.704834,0.082487322,N,N,N,Invesco Ltd,Fixed Income,Preferred,#N/A N/A,#N/A N/A,ETF,Preferred,Market Cap,Monthly
SRLN,0.7,2253.145996,0.025902811,N,N,Y,State Street Corp,Fixed Income,Bank Loans,#N/A N/A,#N/A N/A,ETF,Bank Loans,Proprietary,Other
EPI,0.84,1436.333618,0.03870058,N,N,N,WisdomTree Investments Inc,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Fundamentals,Yearly
EWA,0.49,1425.466919,0.044876037,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Quarterly
SH,0.89,1866.411621,0.036630736,Y,Y,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
QDF,0.37,1701.806519,0.039999817,N,N,N,Northern Trust Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
HYS,0.55,1472.360596,0.045010745,N,N,N,Allianz SE,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
HEZU,0.51,902.019165,0.03791998,N,N,N,BlackRock Inc,Equity,Blend,Developed Europe,Broad Market,ETF,Blend,Market Cap,Monthly
BIL,0.1359,9941.424805,0.010929881,N,N,N,State Street Corp,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Monthly
IGF,0.47,2984.339355,0.042712753,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
MGV,0.07,2449.790771,0.027516517,N,N,N,Vanguard Group Inc/The,Equity,Value,North America,Large-cap,ETF,Value,Market Cap,Quarterly
ITM,0.24,1746.442749,0.030379555,N,N,N,Van Eck Associates Corp,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Market Cap,Monthly
IOO,0.4,2074.701904,0.100162924,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Quarterly
PRFZ,0.39,1987.41272,0.036829314,N,N,N,Invesco Ltd,Equity,Value,North America,Broad Market,ETF,Value,Fundamentals,Quarterly
VOOG,0.15,2664.876465,0.02677895,N,N,N,Vanguard Group Inc/The,Equity,Growth,North America,Large-cap,ETF,Growth,Market Cap,Quarterly
EUFN,0.48,620.8850708,0.055206306,N,N,N,BlackRock Inc,Equity,Blend,Developed Europe,Large-cap,ETF,Blend,Market Cap,Quarterly
FDL,0.45,1625.868164,0.038079857,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Quarterly
PGF,0.63,1412.12207,0.056249353,N,N,N,Invesco Ltd,Fixed Income,Preferred,Emerging Europe,#N/A N/A,ETF,Preferred,Market Cap,Monthly
FIGY,0.8,85.35042572,#N/A N/A,Y,N,N,Barclays PLC,Equity,Blend,North America,Large-cap,ETN,Blend,Market Cap,Quarterly
DLS,0.58,1661.247437,0.108116858,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Dividend,Yearly
VTEB,0.08,5028.412598,0.019281572,N,N,N,Vanguard Group Inc/The,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Market Cap,Monthly
DGRW,0.28,2638.457275,0.032511544,N,N,N,WisdomTree Investments Inc,Equity,Blend,North America,Large-cap,ETF,Blend,Dividend,Unknown
BWX,0.35,1080.148071,0.062070269,N,N,N,State Street Corp,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Monthly
IXJ,0.47,2152.558838,0.054178678,N,N,N,BlackRock Inc,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Quarterly
PZA,0.28,1884.145996,0.044206653,N,N,N,Invesco Ltd,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Market Cap,Monthly
FNDE,0.39,2413.929932,0.069269534,N,N,N,Charles Schwab Corp/The,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Fundamentals,Quarterly
SCHC,0.12,2228.47168,0.045050661,N,N,N,Charles Schwab Corp/The,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Market Cap,Quarterly
CRED,#N/A N/A,3304.706543,#N/A N/A,N,N,N,BlackRock Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
EWP,0.48,946.7456055,0.03505809,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Quarterly
DBJP,0.45,407.4888611,0.039588275,N,N,N,Deutsche Bank AG,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Monthly
SUB,0.07,2322.217529,0.027757137,N,N,N,BlackRock Inc,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Market Cap,Quarterly
GEM,0.45,1700.388672,0.149479421,N,N,N,Goldman Sachs Group Inc/The,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Multi Factor,Quarterly
FEX,0.61,1407.647217,0.032145358,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Large-cap,ETF,Blend,Multi Factor,Quarterly
ITB,0.43,1186.762329,0.026363104,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
XIV,1.35,89.8711853,#N/A N/A,Y,Y,N,Credit Suisse Group AG,Specialty,Specialty,North America,#N/A N/A,ETN,Specialty,Proprietary,Not Applicable
IXN,0.47,2609.633301,0.086818826,N,N,N,BlackRock Inc,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Quarterly
CWI,0.3,1706.202881,0.03172337,N,N,N,State Street Corp,Equity,Blend,Global,Large-cap,ETF,Blend,Market Cap,Quarterly
FXR,0.63,350.4250488,0.063583237,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
FNDC,0.39,1956.195801,0.169518551,N,N,N,Charles Schwab Corp/The,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Fundamentals,Quarterly
PDP,0.63,1513.204468,0.065374631,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
RYT,0.4,1673.037842,0.043319861,N,N,N,Invesco Ltd,Equity,Blend,North America,Large-cap,ETF,Blend,Equal,Quarterly
IHI,0.43,3601.814697,0.061128499,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
FAS,0.95,1486.17749,0.101732617,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
FLGE,0.85,2007.718384,0.635770484,Y,Unknown,N,Credit Suisse Group AG,Equity,Growth,North America,Large-cap,ETN,Growth,Market Cap,Unknown
SDS,0.9,1015.816284,0.031105554,Y,Y,N,ProFunds Group,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Daily
FXU,0.62,1344.638916,0.058255052,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Quarterly
PWV,0.56,961.524353,0.03752123,N,N,N,Invesco Ltd,Equity,Value,North America,Large-cap,ETF,Value,Multi Factor,Quarterly
NUGT,0.95,1233.519043,0.052026676,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
VOX,0.1,1950.376343,0.047108829,N,N,N,Vanguard Group Inc/The,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Quarterly
VGIT,0.07,3952.04126,0.020195602,N,N,N,Vanguard Group Inc/The,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Monthly
FTSL,0.86,1637.662109,0.046055309,N,N,Y,Grace Partners of DuPage LP,Fixed Income,Bank Loans,#N/A N/A,#N/A N/A,ETF,Bank Loans,Not Applicable,Unknown
IYG,0.43,1377.936768,0.036613318,N,N,N,BlackRock Inc,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Quarterly
VONG,0.12,2687.776611,0.037316756,N,N,N,Vanguard Group Inc/The,Equity,Growth,North America,Large-cap,ETF,Growth,Market Cap,Quarterly
DGS,0.63,1443.640137,0.166870051,N,N,N,WisdomTree Investments Inc,Equity,Blend,Emerging Market,Small-cap,ETF,Blend,Dividend,Yearly
ONEQ,0.21,2025.485229,0.166255855,N,N,N,FMR LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Unknown
QLD,0.95,1785.868774,0.016701591,Y,N,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
XT,0.47,2355.554199,0.131582595,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Yearly
SPHQ,0.15,1466.195435,0.035651528,N,N,N,Invesco Ltd,Equity,Blend,North America,Large-cap,ETF,Blend,Multi Factor,Quarterly
PKW,0.63,1149.420044,0.038703873,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Fundamentals,Quarterly
EWL,0.48,1068.238647,0.027366134,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Quarterly
REM,0.48,1245.676392,0.046841436,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Quarterly
STIP,0.06,2345.717041,0.013078714,N,N,N,BlackRock Inc,Fixed Income,Inflation Protected,#N/A N/A,#N/A N/A,ETF,Inflation Protected,Market Cap,Monthly
MOAT,0.48,2237.153809,0.036558108,N,N,N,Van Eck Associates Corp,Equity,Blend,North America,Large-cap,ETF,Blend,Equal,Quarterly
ROBO,0.95,1315.189087,0.159978716,N,N,N,Exchange Traded Concepts LLC,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Quarterly
FLRN,0.15,4134.233887,0.032677319,N,N,N,State Street Corp,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
DWX,0.45,839.882019,0.087261048,N,N,N,State Street Corp,Equity,Blend,Global,Broad Market,ETF,Blend,Dividend,Semi-Annually
ILF,0.49,1603.651611,0.031244804,N,N,N,BlackRock Inc,Equity,Blend,Latin America,Large-cap,ETF,Blend,Market Cap,Quarterly
SVXY,0.95,346.4748535,0.020072843,Y,Y,N,ProFunds Group,Specialty,Specialty,North America,#N/A N/A,ETF,Specialty,Single Asset,Daily
EWW,0.48,875.2047119,0.023868156,N,N,N,BlackRock Inc,Equity,Blend,Latin America,Broad Market,ETF,Blend,Market Cap,Quarterly
MGC,0.07,1875.434692,0.024628344,N,N,N,Vanguard Group Inc/The,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Quarterly
DHS,0.38,952.6013794,0.045876651,N,N,N,WisdomTree Investments Inc,Equity,Blend,North America,Large-cap,ETF,Blend,Dividend,Yearly
HYLS,0.95,1220.080688,0.072337112,N,N,Y,Grace Partners of DuPage LP,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Not Applicable,Unknown
HEWJ,0.49,404.6845093,0.033932812,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Monthly
GNR,0.4,1145.733154,0.118411043,N,N,N,State Street Corp,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Multi Factor,Quarterly
OIH,0.35,668.7055664,0.074050654,N,N,N,Van Eck Associates Corp,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Multi Factor,Quarterly
SOXX,0.47,1406.196289,0.04039039,N,N,N,BlackRock Inc,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Quarterly
FBGX,0.85,1488.651245,0.752006822,Y,N,N,UBS Group AG,Equity,Blend,North America,Large-cap,ETN,Blend,Market Cap,Quarterly
GSG,0.75,923.6164551,0.067624591,N,N,N,BlackRock Inc,Commodity,Broad Based,#N/A N/A,#N/A N/A,ETF,Broad Based,Proprietary,Yearly
IUSB,0.06,3664.378174,0.022838843,N,N,N,BlackRock Inc,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Market Cap,Monthly
PHB,0.5,713.9663696,0.053700894,N,N,N,Invesco Ltd,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Fundamentals,Monthly
IGM,0.47,1621.555664,0.038061654,N,N,N,BlackRock Inc,Equity,Growth,North America,Broad Market,ETF,Growth,Market Cap,Quarterly
VXX,0.89,728.5783691,0.035873175,N,N,N,Barclays PLC,Specialty,Specialty,#N/A N/A,#N/A N/A,ETN,Specialty,Single Asset,Unknown
PXF,0.45,1316.78186,0.188169446,N,N,N,Invesco Ltd,Equity,Value,Developed Market,Large-cap,ETF,Value,Fundamentals,Quarterly
GSY,0.25,2428.837402,0.019923111,N,N,Y,Invesco Ltd,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Not Applicable,Other
VONV,0.12,1836.237793,0.029958381,N,N,N,Vanguard Group Inc/The,Equity,Value,North America,Large-cap,ETF,Value,Market Cap,Quarterly
INDY,0.92,964.4645386,0.044027628,N,N,N,BlackRock Inc,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Market Cap,Quarterly
FTSM,0.35,4580.953613,0.016893388,N,N,Y,Grace Partners of DuPage LP,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Fundamentals,Semi-Annually
FBT,0.56,2778.726563,0.112791732,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
IPAC,0.1,1032.811035,0.142223948,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Quarterly
XMLV,0.25,2948.317871,0.075887269,N,N,N,Invesco Ltd,Equity,Blend,North America,Mid-cap,ETF,Blend,Multi Factor,Quarterly
IYY,0.2,1208.415405,0.03199414,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
FXO,0.63,990.963501,0.04685837,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
ISTB,0.06,2685.981934,0.021080173,N,N,N,BlackRock Inc,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Monthly
DFE,0.58,612.5025024,0.092843337,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Dividend,Yearly
TILT,0.25,1413.849854,0.050493894,N,N,N,Northern Trust Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
HACK,0.6,1542.883301,0.151536599,N,N,N,ETF Managers Group LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Unknown,Unknown
VTWO,0.15,1503.11853,0.034865419,N,N,N,Vanguard Group Inc/The,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Quarterly
SLYG,0.15,1951.432007,0.050356207,N,N,N,State Street Corp,Equity,Growth,North America,Small-cap,ETF,Growth,Market Cap,Yearly
BSJI,0.42,487.2613831,#N/A N/A,N,N,N,Invesco Ltd,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
KWEB,0.7,1488.603394,0.026918776,N,N,N,Krane Funds Advisors LLC,Equity,Blend,Emerging Asia,Large-cap,ETF,Blend,Market Cap,Semi-Annually
BNDS,#N/A N/A,4005.699707,#N/A N/A,N,N,N,State Street Corp,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Market Cap,Monthly
SGOL,0.17,879.5422363,0.118996925,N,N,N,Standard Life Aberdeen PLC,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETF,Precious Metals,Single Asset,Not Applicable
SCHR,0.06,4263.204102,0.021818657,N,N,N,Charles Schwab Corp/The,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Monthly
QAI,0.79,935.0282593,0.070169594,N,N,N,New York Life Insurance Co,Alternative,Multi-Strategy,Global,#N/A N/A,ETF,Multi-Strategy,Multi Factor,Monthly
AOR,0.18,1256.878784,0.107184682,N,N,N,BlackRock Inc,Mixed Allocation,Aggressive Allocation,North America,#N/A N/A,ETF,Aggressive Allocation,Proprietary,Yearly
IYE,0.43,683.8772583,0.031854956,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Quarterly
IGV,0.47,2603.057617,0.058264237,N,N,N,BlackRock Inc,Equity,Growth,North America,Large-cap,ETF,Growth,Market Cap,Quarterly
FTEC,0.084,2369.047852,0.033164951,N,N,N,FMR LLC,Equity,Growth,North America,Large-cap,ETF,Growth,Market Cap,Quarterly
FTA,0.62,1129.667603,0.040948305,N,N,N,Grace Partners of DuPage LP,Equity,Value,North America,Large-cap,ETF,Value,Multi Factor,Quarterly
JPIN,0.38,1588.796143,0.062173119,N,N,N,JPMorgan Chase & Co,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Quarterly
BSCI,0.1,570.9179688,#N/A N/A,N,N,N,Invesco Ltd,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
STPZ,0.2,749.2332764,0.057527787,N,N,N,Allianz SE,Fixed Income,Inflation Protected,#N/A N/A,#N/A N/A,ETF,Inflation Protected,Market Cap,Monthly
VWOB,0.3,1309.078613,0.050332593,N,N,N,Vanguard Group Inc/The,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Monthly
GXC,0.59,1205.760132,0.058720658,N,N,N,State Street Corp,Equity,Blend,Emerging Asia,Large-cap,ETF,Blend,Market Cap,Quarterly
FXH,0.62,1139.185303,0.07737723,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
BSCK,0.1,1768.386597,0.050810114,N,N,N,Invesco Ltd,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
IWY,0.2,1411.043335,0.034039628,N,N,N,BlackRock Inc,Equity,Growth,North America,Large-cap,ETF,Growth,Market Cap,Yearly
FTXO,0.6,144.0172424,0.065951141,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Broad Market,ETF,Blend,Fundamentals,Quarterly
BSCJ,0.1,1184.585815,0.047750543,N,N,N,Invesco Ltd,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
NANR,0.35,670.9395752,0.122824542,N,N,N,State Street Corp,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Quarterly
ANGL,0.35,1090.242432,0.058868923,N,N,N,Van Eck Associates Corp,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
GWL,#N/A N/A,4660.325195,#N/A N/A,N,N,N,State Street Corp,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Quarterly
SDIV,0.58,909.776123,0.063326737,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Equal,Yearly
